order_id,name,createdAt,currencyCode,displayFinancialStatus,displayFulfillmentStatus,subtotalPrice,totalShippingPrice,totalTax,totalPrice,customerEmail,shippingCountryCode,shippingProvince,shippingCity,lineItemId,lineItemName,lineItemQuantity,sku,vendor,variantTitle,productId,productTitle,productType,variantId,originalUnitPrice,discountedTotal,lineItemTotalDiscount,requiresShipping,isGiftCard,taxable,imageUrl
gid://shopify/Order/6259078003328,#1222,2025-07-12T17:20:26Z,USD,PAID,PARTIALLY_FULFILLED,431.30,9.99,29.43,459.90,user2031@example.com,US,FL,Seattle,gid://shopify/LineItem/16560532489311,Selling Plans Ski Wax,1,sku-wax-004,stateside3,Large,gid://shopify/Product/12118635977576,Selling Plans Ski Wax,accessories,gid://shopify/ProductVariant/48790789532322,108.23,102.82,5.41,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/snowboard_wax.png?v=1715764972
gid://shopify/Order/6259078003328,#1222,2025-07-12T17:20:26Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user2031@example.com,US,FL,Seattle,gid://shopify/LineItem/16375733963397,Braided USB Data Cable with Display,2,sku-cable-001,stateside9,Small,gid://shopify/Product/12135140424848,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/52339613635300,121.27,242.54,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6259078003328,#1222,2025-07-12T17:20:26Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user2031@example.com,US,FL,Seattle,gid://shopify/LineItem/16640780293511,Braided USB Data Cable with Display,1,sku-cable-001,stateside2,Large,gid://shopify/Product/12941958191835,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/52759300474303,54.18,48.76,5.42,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6259078003328,#1222,2025-07-12T17:20:26Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user2031@example.com,US,FL,Seattle,gid://shopify/LineItem/16307570966312,The 3p Fulfilled Snowboard,1,,stateside4,Default Title,gid://shopify/Product/12554093094884,The 3p Fulfilled Snowboard,snowboard,gid://shopify/ProductVariant/48057346168499,26.36,26.36,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1715764969
gid://shopify/Order/6361915302930,#1223,2025-08-05T02:18:30Z,USD,PARTIALLY_PAID,UNFULFILLED,291.80,4.99,19.47,302.65,user4263@example.com,,,,gid://shopify/LineItem/15274762106351,Quartz Watch,3,sku-watch-007,stateside4,Default Title,gid://shopify/Product/12347791821897,Quartz Watch,accessories,gid://shopify/ProductVariant/49155753737865,51.93,155.78,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6361915302930,#1223,2025-08-05T02:18:30Z,USD,PARTIALLY_PAID,UNFULFILLED,,,,,user4263@example.com,,,,gid://shopify/LineItem/16756062055877,Braided USB Data Cable with Display,1,,stateside4,Large,gid://shopify/Product/12404196806175,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/49752853536196,0.00,0.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6361915302930,#1223,2025-08-05T02:18:30Z,USD,PARTIALLY_PAID,UNFULFILLED,,,,,user4263@example.com,,,,gid://shopify/LineItem/16775756166799,The 3p Fulfilled Snowboard,3,sku-snb-005,stateside9,Default Title,gid://shopify/Product/12177601150373,The 3p Fulfilled Snowboard,snowboard,gid://shopify/ProductVariant/51750118025716,45.34,122.41,13.60,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1715764969
gid://shopify/Order/6471457059812,#1224,2025-08-24T18:59:27Z,USD,REFUNDED,PARTIALLY_FULFILLED,58.73,4.99,4.11,67.83,user3269@example.com,US,CA,Chicago,gid://shopify/LineItem/15706760557448,Quartz Watch,1,sku-watch-007,stateside2,Standard,gid://shopify/Product/11624897669765,Quartz Watch,accessories,gid://shopify/ProductVariant/51179244349189,58.73,58.73,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6493075826371,#1225,2025-07-05T05:02:48Z,USD,PAID,FULFILLED,166.66,0.00,11.47,175.32,,US,IL,New York,gid://shopify/LineItem/15212253984238,The 3p Fulfilled Snowboard,2,sku-snb-005,stateside9,Small,gid://shopify/Product/12405939504885,The 3p Fulfilled Snowboard,snowboard,gid://shopify/ProductVariant/50845628656627,0.00,0.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1715764969
gid://shopify/Order/6493075826371,#1225,2025-07-05T05:02:48Z,USD,PAID,FULFILLED,,,,,,US,IL,New York,gid://shopify/LineItem/16206858168561,The 3p Fulfilled Snowboard,1,sku-snb-005,stateside8,Small,gid://shopify/Product/11112734793961,The 3p Fulfilled Snowboard,snowboard,gid://shopify/ProductVariant/49661735106520,56.14,53.33,2.81,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1715764969
gid://shopify/Order/6493075826371,#1225,2025-07-05T05:02:48Z,USD,PAID,FULFILLED,,,,,,US,IL,New York,gid://shopify/LineItem/15236633248458,Quartz Watch,1,sku-watch-007,stateside4,Default Title,gid://shopify/Product/12254814644578,Quartz Watch,accessories,gid://shopify/ProductVariant/51271569425542,110.52,110.52,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6125574498260,#1226,2025-08-04T04:37:56Z,USD,AUTHORIZED,FULFILLED,44.47,0.00,2.80,42.82,user5533@example.com,,,,gid://shopify/LineItem/15389939075621,The 3p Fulfilled Snowboard,1,sku-snb-005,stateside5,Default Title,gid://shopify/Product/11498072873060,The 3p Fulfilled Snowboard,snowboard,gid://shopify/ProductVariant/49305570813951,44.47,40.02,4.45,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1715764969
gid://shopify/Order/6442503539818,#1227,2025-07-23T21:34:15Z,USD,PAID,FULFILLED,91.56,4.99,6.41,102.96,user6584@example.com,US,TX,Los Angeles,gid://shopify/LineItem/16038372345092,The 3p Fulfilled Snowboard,1,sku-snb-005,stateside3,Small,gid://shopify/Product/12596782344384,The 3p Fulfilled Snowboard,snowboard,gid://shopify/ProductVariant/50317956481886,91.56,91.56,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1715764969
gid://shopify/Order/6442503539818,#1227,2025-07-23T21:34:15Z,USD,PAID,FULFILLED,,,,,user6584@example.com,US,TX,Los Angeles,gid://shopify/LineItem/16147896487958,Yoga Mat,3,sku-yoga-010,stateside5,Large,gid://shopify/Product/11673320158667,Yoga Mat,fitness,gid://shopify/ProductVariant/50198165200107,0.00,0.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6121159453016,#1228,2025-08-11T07:59:56Z,USD,AUTHORIZED,FULFILLED,520.22,0.00,30.95,473.14,user617@example.com,US,CA,Boston,gid://shopify/LineItem/15254137318252,Braided USB Data Cable with Display,3,sku-cable-001,stateside1,,gid://shopify/Product/11595619100842,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/52750121017556,173.41,442.19,78.03,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6674860213022,#1229,2025-08-21T06:58:54Z,USD,AUTHORIZED,PARTIALLY_FULFILLED,340.59,4.99,21.09,327.34,user1748@example.com,US,IL,Miami,gid://shopify/LineItem/15105598341376,Braided USB Data Cable with Display,3,sku-cable-001,stateside5,Standard,gid://shopify/Product/11838395648290,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/52084621972711,33.42,85.21,15.04,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6674860213022,#1229,2025-08-21T06:58:54Z,USD,AUTHORIZED,PARTIALLY_FULFILLED,,,,,user1748@example.com,US,IL,Miami,gid://shopify/LineItem/15945168420015,Cotton Hoodie,2,sku-hood-008,stateside4,Default Title,gid://shopify/Product/12930890148765,Cotton Hoodie,apparel,gid://shopify/ProductVariant/51103864785551,38.55,69.39,7.71,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6674860213022,#1229,2025-08-21T06:58:54Z,USD,AUTHORIZED,PARTIALLY_FULFILLED,,,,,user1748@example.com,US,IL,Miami,gid://shopify/LineItem/16069991216652,Yoga Mat,1,sku-yoga-010,stateside8,Small,gid://shopify/Product/11810599578449,Yoga Mat,fitness,gid://shopify/ProductVariant/51871781202242,80.35,80.35,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6674860213022,#1229,2025-08-21T06:58:54Z,USD,AUTHORIZED,PARTIALLY_FULFILLED,,,,,user1748@example.com,US,IL,Miami,gid://shopify/LineItem/15834513236156,Elegant Pleated kurta(Off-white),1,sku-kurta-003,stateside6,,gid://shopify/Product/12221988268284,Elegant Pleated kurta(Off-white),apparel,gid://shopify/ProductVariant/51445373260440,82.89,66.31,16.58,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/572b6464-291c-4392-9c3c-84197d845271.webp?v=1755877017
gid://shopify/Order/6863843420708,#1230,2025-08-25T15:34:17Z,USD,PAID,PARTIALLY_FULFILLED,639.27,0.00,37.44,572.29,user6210@example.com,US,NY,New York,gid://shopify/LineItem/16700614234935,Cotton Hoodie,3,sku-hood-008,stateside2,Standard,gid://shopify/Product/12634332644171,Cotton Hoodie,apparel,gid://shopify/ProductVariant/49986482211691,73.37,176.08,44.02,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6863843420708,#1230,2025-08-25T15:34:17Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user6210@example.com,US,NY,New York,gid://shopify/LineItem/15966278131612,The 3p Fulfilled Snowboard,1,sku-snb-005,stateside9,Standard,gid://shopify/Product/12364911990756,The 3p Fulfilled Snowboard,snowboard,gid://shopify/ProductVariant/49392906567574,62.09,62.09,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1715764969
gid://shopify/Order/6863843420708,#1230,2025-08-25T15:34:17Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user6210@example.com,US,NY,New York,gid://shopify/LineItem/15660947511560,Elegant ethnic Anarkali set(White-pink),3,sku-ank-002,stateside6,Large,gid://shopify/Product/11381711461893,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/52184648213401,36.74,99.19,11.02,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6863843420708,#1230,2025-08-25T15:34:17Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user6210@example.com,US,NY,New York,gid://shopify/LineItem/15899459847941,Aviator Sunglasses,3,,stateside4,Small,gid://shopify/Product/12854544472002,Aviator Sunglasses,accessories,gid://shopify/ProductVariant/48338326748036,82.29,197.49,49.37,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/sunglasses.jpg?v=1715764972
gid://shopify/Order/6925594566168,#1231,2025-08-14T19:28:11Z,USD,PAID,FULFILLED,74.09,0.00,4.67,71.35,user8171@example.com,US,WA,Boston,gid://shopify/LineItem/15142749773400,Cotton Hoodie,1,sku-hood-008,stateside4,,gid://shopify/Product/11975254448121,Cotton Hoodie,apparel,gid://shopify/ProductVariant/49573920167577,74.09,66.68,7.41,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6156703299212,#1232,2025-08-09T00:56:49Z,USD,PAID,FULFILLED,510.39,0.00,35.36,540.55,user7003@example.com,US,MA,Miami,gid://shopify/LineItem/16751261253321,Elegant Pleated kurta(Off-white),1,sku-kurta-003,stateside7,Default Title,gid://shopify/Product/12493742178380,Elegant Pleated kurta(Off-white),apparel,gid://shopify/ProductVariant/52866074132072,0.00,0.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/572b6464-291c-4392-9c3c-84197d845271.webp?v=1755877017
gid://shopify/Order/6156703299212,#1232,2025-08-09T00:56:49Z,USD,PAID,FULFILLED,,,,,user7003@example.com,US,MA,Miami,gid://shopify/LineItem/16690625892986,Yoga Mat,2,sku-yoga-010,stateside6,Default Title,gid://shopify/Product/11201995549864,Yoga Mat,fitness,gid://shopify/ProductVariant/48601640121350,52.08,98.95,5.21,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6156703299212,#1232,2025-08-09T00:56:49Z,USD,PAID,FULFILLED,,,,,user7003@example.com,US,MA,Miami,gid://shopify/LineItem/16488024658066,The 3p Fulfilled Snowboard,3,sku-snb-005,stateside3,Standard,gid://shopify/Product/12686111741991,The 3p Fulfilled Snowboard,snowboard,gid://shopify/ProductVariant/48755258646251,96.62,289.87,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1715764969
gid://shopify/Order/6156703299212,#1232,2025-08-09T00:56:49Z,USD,PAID,FULFILLED,,,,,user7003@example.com,US,MA,Miami,gid://shopify/LineItem/15260248228765,Elegant ethnic Anarkali set(White-pink),1,sku-ank-002,stateside1,Standard,gid://shopify/Product/11619942985221,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/49590959447008,116.37,116.37,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6112639995189,#1233,2025-07-28T02:00:42Z,USD,PARTIALLY_PAID,FULFILLED,76.14,4.99,4.39,72.11,user6009@example.com,US,CA,Chicago,gid://shopify/LineItem/16587070236096,Cotton Hoodie,1,sku-hood-008,stateside4,Large,gid://shopify/Product/11983976545572,Cotton Hoodie,apparel,gid://shopify/ProductVariant/52454175889856,36.26,30.82,5.44,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6112639995189,#1233,2025-07-28T02:00:42Z,USD,PARTIALLY_PAID,FULFILLED,,,,,user6009@example.com,US,CA,Chicago,gid://shopify/LineItem/15063870647296,Aviator Sunglasses,1,sku-sun-006,stateside7,Standard,gid://shopify/Product/11483036669412,Aviator Sunglasses,accessories,gid://shopify/ProductVariant/49725573460059,39.88,31.91,7.98,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/sunglasses.jpg?v=1715764972
gid://shopify/Order/6346646749216,#1234,2025-09-06T11:40:19Z,USD,PAID,FULFILLED,877.60,0.00,53.86,823.29,,US,CA,Chicago,gid://shopify/LineItem/15835746350224,Cotton Hoodie,1,sku-hood-008,stateside1,Default Title,gid://shopify/Product/11159412635216,Cotton Hoodie,apparel,gid://shopify/ProductVariant/49972170595489,116.06,116.06,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6346646749216,#1234,2025-09-06T11:40:19Z,USD,PAID,FULFILLED,,,,,,US,CA,Chicago,gid://shopify/LineItem/15228896843322,Braided USB Data Cable with Display,3,sku-cable-001,stateside1,Default Title,gid://shopify/Product/11638782081729,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/50324294436663,213.52,544.49,96.09,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6346646749216,#1234,2025-09-06T11:40:19Z,USD,PAID,FULFILLED,,,,,,US,CA,Chicago,gid://shopify/LineItem/15969829494437,Braided USB Data Cable with Display,2,sku-cable-001,stateside4,Small,gid://shopify/Product/12381553255415,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/52986563154696,60.49,108.88,12.10,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6013768740697,#1235,2025-08-07T13:46:28Z,USD,AUTHORIZED,FULFILLED,102.39,9.99,6.81,114.08,user5437@example.com,,,,gid://shopify/LineItem/16378147966947,Quartz Watch,2,sku-watch-007,stateside1,Small,gid://shopify/Product/12572334479431,Quartz Watch,accessories,gid://shopify/ProductVariant/49616402596190,51.20,97.28,5.12,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6860632999661,#1236,2025-07-12T22:22:27Z,USD,PARTIALLY_PAID,FULFILLED,453.15,9.99,31.72,494.86,user3070@example.com,US,WA,Los Angeles,gid://shopify/LineItem/16441215776710,Braided USB Data Cable with Display,2,sku-cable-001,stateside8,Standard,gid://shopify/Product/11583009163774,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/51630362291529,200.97,401.94,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6860632999661,#1236,2025-07-12T22:22:27Z,USD,PARTIALLY_PAID,FULFILLED,,,,,user3070@example.com,US,WA,Los Angeles,gid://shopify/LineItem/16436955675468,Quartz Watch,1,sku-watch-007,stateside6,Standard,gid://shopify/Product/12946321652930,Quartz Watch,accessories,gid://shopify/ProductVariant/52433846265523,51.21,51.21,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6006810266121,#1237,2025-07-31T17:12:06Z,USD,PAID,UNFULFILLED,226.82,9.99,14.41,230.23,user3793@example.com,US,IL,Miami,gid://shopify/LineItem/16457223592687,Yoga Mat,3,sku-yoga-010,stateside1,Small,gid://shopify/Product/11798407062904,Yoga Mat,fitness,gid://shopify/ProductVariant/51500446370479,34.98,83.94,20.99,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6006810266121,#1237,2025-07-31T17:12:06Z,USD,PAID,UNFULFILLED,,,,,user3793@example.com,US,IL,Miami,gid://shopify/LineItem/16226392078610,Yoga Mat,1,sku-yoga-010,stateside6,Standard,gid://shopify/Product/12746824769432,Yoga Mat,fitness,gid://shopify/ProductVariant/51517640259084,30.79,30.79,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6006810266121,#1237,2025-07-31T17:12:06Z,USD,PAID,UNFULFILLED,,,,,user3793@example.com,US,IL,Miami,gid://shopify/LineItem/15266031839688,Quartz Watch,1,,stateside1,Standard,gid://shopify/Product/11584113245199,Quartz Watch,accessories,gid://shopify/ProductVariant/50564484588136,91.10,91.10,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6483285716568,#1238,2025-07-17T23:05:28Z,USD,PAID,FULFILLED,43.29,4.99,3.03,51.31,user9564@example.com,US,TX,Miami,gid://shopify/LineItem/16089973077404,Elegant ethnic Anarkali set(White-pink),3,sku-ank-002,stateside2,Large,gid://shopify/Product/12142742578679,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/50774751891714,0.00,0.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6483285716568,#1238,2025-07-17T23:05:28Z,USD,PAID,FULFILLED,,,,,user9564@example.com,US,TX,Miami,gid://shopify/LineItem/16663431550670,Wireless Earbuds,3,sku-eb-009,stateside4,,gid://shopify/Product/12480331129197,Wireless Earbuds,electronics,gid://shopify/ProductVariant/51234342411300,0.00,0.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/earbuds.jpg?v=1715764972
gid://shopify/Order/6483285716568,#1238,2025-07-17T23:05:28Z,USD,PAID,FULFILLED,,,,,user9564@example.com,US,TX,Miami,gid://shopify/LineItem/16852220747763,Cotton Hoodie,1,sku-hood-008,stateside3,Small,gid://shopify/Product/12294732732162,Cotton Hoodie,apparel,gid://shopify/ProductVariant/51093329491326,43.29,43.29,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6005886078034,#1239,2025-08-16T19:11:51Z,USD,REFUNDED,PARTIALLY_FULFILLED,148.06,4.99,10.36,163.41,user1435@example.com,US,IL,Chicago,gid://shopify/LineItem/15934086584043,Braided USB Data Cable with Display,3,sku-cable-001,stateside1,,gid://shopify/Product/12143202226918,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/49049050873614,49.35,148.06,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6246005288806,#1240,2025-09-06T06:02:47Z,USD,PAID,FULFILLED,85.72,9.99,5.10,87.95,user734@example.com,US,FL,Los Angeles,gid://shopify/LineItem/15606083956920,Elegant ethnic Anarkali set(White-pink),1,sku-ank-002,stateside2,,gid://shopify/Product/12327716814773,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/51578093840762,85.72,72.86,12.86,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6178557585244,#1241,2025-08-11T11:14:56Z,USD,AUTHORIZED,PARTIALLY_FULFILLED,437.98,0.00,30.08,459.80,user992@example.com,US,CA,Chicago,gid://shopify/LineItem/15893843303688,Selling Plans Ski Wax,2,sku-wax-004,stateside8,Large,gid://shopify/Product/12081272082172,Selling Plans Ski Wax,accessories,gid://shopify/ProductVariant/52419291279186,82.52,156.78,8.25,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/snowboard_wax.png?v=1715764972
gid://shopify/Order/6178557585244,#1241,2025-08-11T11:14:56Z,USD,AUTHORIZED,PARTIALLY_FULFILLED,,,,,user992@example.com,US,CA,Chicago,gid://shopify/LineItem/16834986957147,Elegant Pleated kurta(Off-white),3,sku-kurta-003,stateside9,Default Title,gid://shopify/Product/11717397057150,Elegant Pleated kurta(Off-white),apparel,gid://shopify/ProductVariant/48920188760558,0.00,0.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/572b6464-291c-4392-9c3c-84197d845271.webp?v=1755877017
gid://shopify/Order/6178557585244,#1241,2025-08-11T11:14:56Z,USD,AUTHORIZED,PARTIALLY_FULFILLED,,,,,user992@example.com,US,CA,Chicago,gid://shopify/LineItem/15700356737181,Elegant ethnic Anarkali set(White-pink),1,,stateside2,Large,gid://shopify/Product/12184081933270,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/49684834351226,95.99,95.99,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6178557585244,#1241,2025-08-11T11:14:56Z,USD,AUTHORIZED,PARTIALLY_FULFILLED,,,,,user992@example.com,US,CA,Chicago,gid://shopify/LineItem/16598671583402,Elegant ethnic Anarkali set(White-pink),3,sku-ank-002,stateside6,Default Title,gid://shopify/Product/12480410806973,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/48179290269666,58.98,176.95,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6353738356540,#1242,2025-07-24T08:01:38Z,USD,PAID,FULFILLED,489.24,0.00,31.71,484.69,,US,WA,Chicago,gid://shopify/LineItem/16701913521898,Braided USB Data Cable with Display,2,,stateside3,,gid://shopify/Product/12284152672606,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/52236613775405,112.18,201.92,22.44,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6353738356540,#1242,2025-07-24T08:01:38Z,USD,PAID,FULFILLED,,,,,,US,WA,Chicago,gid://shopify/LineItem/15506863987910,Selling Plans Ski Wax,3,sku-wax-004,stateside4,Large,gid://shopify/Product/12905505974727,Selling Plans Ski Wax,accessories,gid://shopify/ProductVariant/52229601095142,65.26,195.77,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/snowboard_wax.png?v=1715764972
gid://shopify/Order/6353738356540,#1242,2025-07-24T08:01:38Z,USD,PAID,FULFILLED,,,,,,US,WA,Chicago,gid://shopify/LineItem/15176498074862,Elegant ethnic Anarkali set(White-pink),1,sku-ank-002,stateside3,Small,gid://shopify/Product/12208770937450,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/48500786935387,69.11,55.29,13.82,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6688875005114,#1243,2025-08-27T19:43:15Z,USD,PAID,PARTIALLY_FULFILLED,294.10,0.00,19.68,300.86,user6880@example.com,US,NY,Boston,gid://shopify/LineItem/15245327705779,Yoga Mat,3,sku-yoga-010,stateside6,Large,gid://shopify/Product/11553936081785,Yoga Mat,fitness,gid://shopify/ProductVariant/49778545078991,69.32,207.96,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6688875005114,#1243,2025-08-27T19:43:15Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user6880@example.com,US,NY,Boston,gid://shopify/LineItem/15829953606124,Wireless Earbuds,3,sku-eb-009,stateside4,Default Title,gid://shopify/Product/11173278681188,Wireless Earbuds,electronics,gid://shopify/ProductVariant/48454966005582,28.71,73.22,12.92,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/earbuds.jpg?v=1715764972
gid://shopify/Order/6474929866995,#1244,2025-07-05T14:47:55Z,USD,PARTIALLY_PAID,FULFILLED,66.65,9.99,4.67,81.31,user815@example.com,US,IL,Austin,gid://shopify/LineItem/16891609002795,Selling Plans Ski Wax,1,sku-wax-004,stateside2,Large,gid://shopify/Product/11343364227654,Selling Plans Ski Wax,accessories,gid://shopify/ProductVariant/48761008310249,66.65,66.65,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/snowboard_wax.png?v=1715764972
